Match ID,Event ID,Demo ID
2303509,2296,21967
2313878,2867,32618
2315571,3049,32822
2300974,2157,19671
2307981,2687,26155
2308403,2673,26246
2313185,2981,30823
2305094,2434,
2290918,1324,
2227046,1056,14502
2301023,2152,
2314999,3136,32208
2273618,1218,15892
2301964,2185,20706
2299635,2048,
2186462,1008,
2305412,2390,23689
2293141,1515,
2308971,2741,26741
2237798,1094,14973
2286775,1290,
2316701,3251,34071
2315120,3211,32294
2290660,1328,
2316774,2998,34936
2291466,1367,
2303870,2353,22242
2300746,2141,
2315951,3254,33266
2312536,2977,30159
2298063,1940,
2228995,1067,14598
2307673,2673,25587
2311702,2908,29392
2301131,2124,20162
2303563,2315,
2313550,3064,31180
2295138,1699,
2286817,1293,
2262488,1172,15538
2202753,1034,
2309929,2815,27779
2317740,3384,35099
2314577,3160,31805
2308001,2672,25906
2303629,2331,22068
2312967,2879,30740
2237804,1094,14982
2308044,2690,25952
2291151,1345,16667
2299149,1934,
2304528,2401,22834
2313601,3051,31208
2228798,1067,14589
2297844,1890,
2316408,3178,33819
2305585,2369,23804
2307634,2673,25581
2290620,1325,
2301033,2157,19737
2298320,1898,
2312651,2991,30237
2290623,1328,
2317578,3381,
2314067,3118,31469
2309087,2737,26870
2308201,2672,26055
2305134,2468,23428
2313256,3004,
2293258,1523,
2311722,2922,29462
2294446,1624,
2294215,1659,
2309350,2700,27177
2308125,2639,26084
2290103,1315,
2291741,1405,
2291976,1424,
2300099,2092,
2294199,1655,
2296192,1733,
2290789,1329,
2299962,2081,
2298721,1934,
2298049,1934,18864
2293711,1577,
2293838,1604,
2253777,1141,15445
2298704,1937,
2294403,1624,
2308846,2673,26622
2297278,1872,
2289342,1308,
2314534,3061,31811
2305983,2452,24161
2312053,2965,29730
2290762,1333,16447
2294011,1575,
2317851,3381,35171
2292279,1396,17072
2311770,2880,29544
2293369,1527,17540
2297906,1923,18784
2297099,1715,18529
2293806,1595,
2296946,1707,18451
2305565,2492,23747
2316899,3047,34436
2298686,1979,
2302159,2208,21100
2280783,1266,
2300217,2056,22250
2309725,2675,27560
2252004,1125,15396
2311994,2961,29746
2304692,2426,22965
2303217,2294,21749
2290537,1321,16379
2297333,1681,
2313318,3067,31280
2279071,1266,
2296640,1742,19540
2303187,2290,21717
2302568,2247,
2316615,3048,34217
2297469,1891,
2239052,1097,
2302614,2188,21223
2317546,3115,34898
2304509,2400,22809
2310050,2812,27873
2311018,2865,28803
2313684,2866,31365
2298788,1937,
2311296,2835,28980
2309556,2728,27423
2297077,1849,
2290821,1335,
2312126,2965,29760
2297979,1937,18904
2314136,3125,31562
2236089,1089,
2295572,1742,18301
2301387,2124,20120
2305406,2390,23660
2292561,1471,17110
2303839,2362,22260
2315111,3210,
2317378,3358,34722
2299118,2003,
2311632,2879,29358
2302296,2227,20963
2313395,2879,31064
2314183,3128,31568
2306895,2546,24882
2298924,1617,19090
2238028,1095,14953
2290510,1320,
2291082,1345,16610
2299014,1934,
2249074,1144,
2291545,1375,
2231873,1056,14663
2310587,2833,28349
2302651,2214,21484
2301102,2124,19880
2311074,2728,29163
2313680,2866,31324
2313834,2867,31774
2317712,3317,35044
2275143,1246,
2297148,1808,18511
2310415,2705,28208
2303836,2364,22270
2297871,1930,
2313706,3053,31254
2300064,2051,
2295657,1681,
2316508,3249,34117
2317132,3339,34425
2317164,3271,34504
2312233,2912,29920
2289882,1313,16345
2305490,2494,23735
2299615,2046,
2309380,2771,27247
2304876,2349,23164
2300656,2124,19205
2312484,2955,30117
2292632,1428,17152
2310539,2639,28341
2293034,1498,
2314601,3169,31863
2308137,2673,26016
2238082,1094,15027
2309340,2768,27246
2309338,2768,27223
2314805,2867,34529
2299101,1853,
2317241,3274,34581
2316345,3196,33691
2307832,2673,25723
2312686,3001,30333
2293601,1561,
2314934,3020,32333
2314943,3194,32149
2314414,2867,33468
2307078,2596,25164
2302096,2200,20807
2214981,1037,14350
2295101,1667,
2275100,1246,
2291293,1356,
2306438,2552,24483
2313801,3076,31495
2304053,2241,22407
2301397,2124,20245
2309754,2729,27657
2292848,1482,17298
2308217,2688,26143
2304775,2406,23045
2298715,1881,
2251491,1151,15373
2308789,2639,26576
2308947,2639,26766
2304282,2369,22729
2277701,1257,16050
2313026,2836,30667
2300745,2141,
2295675,1742,19342
2237555,1096,14860
2311474,2879,29206
2291979,1424,
2309764,2753,27611
2290960,1334,16538
2308989,2741,26827
2293850,1628,17703
2308570,2708,26469
2305229,2483,23461
2279253,1270,16173
2302650,2214,21483
2308175,2698,26023
2287739,1302,
2291573,1383,
2311600,2879,29299
2297479,1881,
2292306,1448,
2313788,3054,31395
2312661,2880,30246
2235012,1087,14775
2292505,1389,
2296939,1707,18443
2313342,3083,30984
2297192,1767,
2310234,2826,28044
2276383,1249,15961
2297802,1918,18687
2299981,2083,
2306749,2576,24761
2235014,1087,14776
2317714,3317,35156
2297681,1911,
2293890,1577,
2314475,3144,31685
2293272,1523,
2312733,2928,30369
2305751,2507,24234
2293367,1527,
2213787,1033,14346
2309189,2672,26988
2279704,1257,16198
2304452,2386,22853
2299377,2014,
2313938,2866,32016
2304325,2391,22849
2271895,1209,15794
2297030,1807,18491
2291498,1370,
2301168,2036,19833
2301219,2162,19949
2300986,2144,19669
2314071,3124,31478
2306579,2286,24590
2301455,2034,20180
2310361,2843,28204
2293610,1561,
2307552,2656,25459
2310726,2856,28972
2297619,1910,
2315097,3212,
2314210,3102,31681
2308105,2692,25978
2294375,1662,17875
2292593,1469,17137
2202278,1034,
2309498,2639,27382
2294216,1644,17803
2290555,1317,16381
2292586,1472,17138
2307440,2566,25576
2295277,1651,
2313843,2867,31800
2296459,1813,18371
2270424,1192,15734
2293115,1469,17444
2316183,2921,33619
2299130,1970,
2316802,3059,34331
2315769,3151,33076
2186492,990,
2300461,2117,
2303584,2280,22020
2293384,1529,17566
2312357,2570,30314
2297467,1894,
2297755,1918,18678
2301808,2186,20581
2300070,2092,
2306167,2476,24546
2308744,2672,26675
2317482,3114,34905
2303122,2109,21684
2316427,3250,33850
2310851,2849,28602
2294878,1671,
2303789,2329,22218
2310511,2835,
2233670,1082,14707
2297167,1855,
2317450,3322,34804
2306109,2340,24332
2292931,1496,
2316589,3059,33954
2316414,3178,
2306877,2546,24866
2297207,1837,
2313644,2867,31384
2304624,2420,22951
2294925,1610,18075
2300437,1977,19148
2267953,1187,
2310741,2856,29677
2299270,2015,
2295947,1742,19394
2308903,2638,26695
2314448,3144,31657
2303903,2241,22297
2311240,2557,29041
2294218,1644,17807
2306696,2546,24700
2310992,2792,28788
2313128,2932,30770
2304271,2369,22636
2292846,1480,17313
2300541,2119,
2307848,2673,25770
2313869,2867,32557
2300049,2060,
2305657,2368,
2302062,2099,20777
2312745,2879,30383
2236099,1089,
2293472,1542,
2304519,2325,22874
2316293,3278,33597
2295470,1606,18268
2313440,3000,31091
2300095,2065,
2297875,1901,18758
2297572,1761,
2292055,1420,
2311977,2897,29675
2313775,3052,31332
2302990,2280,21559
2273124,1218,15866
2300477,2128,
2301048,1979,19754
2312823,3006,30465
2293521,1544,
2309778,2753,27613
2302886,2135,21473
2229872,1075,14609
2306276,2495,24421
2296861,1768,
2280311,1257,16232
2246665,1128,15143
2299187,2010,
2313513,3090,31145
2316972,3196,
2309897,2824,27825
2312279,2879,29918
2300422,2105,
2310422,2845,
2305032,2369,23397
2311689,2763,29611
2312798,2981,30458
2309270,2755,27122
2296870,1681,
2305526,2390,23710
2316685,3252,34079
2305072,2456,23351
2316472,3048,34207
2293988,1639,
2315656,3201,32974
2237556,1096,14848
2317298,3354,34615
2316137,3047,33429
2309081,2732,27025
2292178,1437,
2309395,2683,27213
2317337,3047,34695
2309607,2675,27479
2302766,2135,21417
2303328,2299,21839
2296374,1733,
2292252,1420,
2314328,3055,31724
2313959,2866,34365
2299423,2023,
2311519,2911,29253
2310629,2842,28495
2291734,1405,
2301844,2027,20629
2306588,2286,24599
2316737,3232,34020
2297461,1895,
2294449,1658,
2316501,3178,33818
2306463,2495,24561
2317856,3402,35175
2309169,2638,27036
2307737,2638,25701
2274315,1239,
2293143,1513,
2306548,2453,
2311501,2898,29247
2299930,1959,20143
2301748,2194,20506
2304882,2386,23195
2309798,2766,27649
2305894,2499,24078
2301647,2186,20396
2306982,2536,25011
2269630,1188,15688
2300219,2101,20058
2308837,2714,26574
2297264,1849,
2217543,1047,
2301324,2173,20033
2316422,3250,33813
2310225,2791,28030
2298606,1934,
2307214,2472,25237
2302182,2208,21366
2308941,2639,26717
2300370,2115,19933
2312061,2635,29973
2292284,1420,
2304893,2369,23184
2308227,2660,26088
2309195,2672,26998
2307913,2685,25858
2315147,3211,32369
2296523,1761,
2270293,1192,15725
2300633,2138,
2270925,1200,15753
2277482,1258,16015
2294287,1663,
2310265,2840,28074
2314792,2867,34460
2302197,2188,20840
2296460,1614,18374
2307507,2645,25492
2292866,1489,17306
2311196,2846,28916
2301785,2195,20599
2314980,3194,32197
2304715,2420,23079
2221150,1033,14411
2299851,2067,
2296623,1818,
2309309,2744,27129
2303761,2335,22161
2297793,1918,18681
2238133,1094,15040
2297737,1900,
2299910,2024,
2301828,2027,20625
2308239,2686,26102
2280450,1257,16230
2272699,1215,
2300593,2013,19184
2314266,3129,31961
2313781,3052,31369
2304435,2417,22757
2299909,2024,
2317081,3047,34427
2298826,1942,
2301706,2059,20532
2276104,1248,
2301246,2165,
2305688,2495,24067
2304990,2411,23287
2301516,2119,
2306903,2110,24923
2305626,2503,23794
2311865,2928,29596
2310943,2822,28709
2301935,2202,20728
2313454,2967,31031
2309955,2785,27798
2311000,2862,28757
2305367,2311,23651
2291249,1352,
2250720,1148,15350
2273931,1231,15893
2313122,3004,30782
2314870,3187,32151
2306417,2550,24440
2298173,1934,18886
2292533,1404,
2299234,2003,
2306169,2476,24550
2299769,2042,
2311621,2897,
2312488,2955,30121
2307332,2564,25335
2296416,1742,19498
2316860,3311,34162
2299641,1970,
2294359,1671,17896
2307754,2638,25751
2307714,2655,25644
2316334,3047,33690
2297792,1840,18947
2310469,2830,28307
2297321,1873,
2268257,1189,15604
2293893,1627,
2307963,2254,25874
2316700,3251,34059
2308071,2672,25988
2309864,2641,27777
2295332,1637,
2298626,1937,
2303766,2352,22169
2268531,1175,15626
2313519,2880,31165
2314016,2866,33446
2316067,3260,33404
2267332,1181,15585
2309642,2675,27514
2310781,2848,28554
2302244,2124,20882
2305862,2522,24014
2302505,2211,21148
2311950,2946,29654
2238086,1094,15022
2297084,1848,
2227795,1070,14529
2300760,2140,
2296370,1681,
2297082,1848,
2299195,1934,
2317773,3351,35116
2310770,2828,28509
2315176,3209,32419
2317854,3402,35174
2305611,2369,
2311065,2728,28931
2315518,3235,32740
2314676,3172,31934
2315804,3047,33132
2297720,1901,18661
2307517,2471,25478
2296007,1674,
2300875,2033,19585
2292030,1430,
2292770,1480,17257
2302044,2209,20763
2300557,2127,
2294914,1610,18069
2310612,2820,28362
2297926,1915,18979
2290198,1316,
2310855,2849,28614
2307782,2639,25806
2308517,2638,26418
2311845,2928,29575
2315316,3014,33060
2307870,2685,25820
2311765,2880,29505
2315251,3194,32474
2298946,1970,
2304776,2406,23048
2298088,1890,
2317962,3408,
2293308,1526,17510
2250692,1148,15327
2295647,1742,19334
2295776,1674,
2297201,1849,
2307542,2471,25513
2238373,1094,15059
2299077,1853,
2301969,2202,20760
2310652,2830,
2312454,2981,30068
2311743,2930,29497
2314402,2867,33033
2296580,1742,19529
2314565,3002,31985
2290560,1323,
2295255,1662,18248
2313114,3030,30772
2309111,2732,26943
2291095,1345,16621
2302908,2176,21490
2316061,3228,33399
2308699,2672,26508
2227340,1068,14507
2307612,2658,26121
2311356,2724,29196
2297935,1931,18835
2308670,2710,26458
2303502,2321,21968
2276127,1248,
2295434,1681,
2292383,1404,
2306113,2340,24278
2292353,1420,
2298101,1944,
2316430,3250,33876
2303336,2254,21838
2313445,3036,31137
2314077,3095,31447
2237843,1094,15002
2310357,2842,28520
2296722,1824,
2301176,2133,
2293352,1526,17570
2300942,2149,19643
2300926,2149,19626
2270436,1192,15735
2298247,1871,
2306436,2431,24491
2315791,3253,33080
2308712,2638,26710
2312681,2977,30300
2298728,1982,
2314974,3157,32497
2306497,2551,24624
2294416,1577,
2294595,1676,
2304213,2368,22641
2310867,2821,28618
2304049,2380,22404
2317460,3114,34870
2303562,2319,22013
2316841,3311,34120
2292249,1396,17057
2296270,1796,
2317679,3384,35014
2295246,1681,
2247465,1130,15169
2315687,3238,32988
2291170,1347,16701
2312949,3004,30604
2302967,2262,21545
2298046,1941,
2296583,1733,
2302549,2215,21160
2295252,1670,
2316125,3291,33442
2316833,3048,34213
2296093,1040,
2307028,2533,25038
2290819,1335,
2306605,2286,24633
2291291,1356,
2291415,1357,16799
2296333,1742,19466
2299157,2006,19703
2309821,2806,27668
2296215,1762,
2309687,2675,27545
2305777,2513,24003
2296706,1733,
2314983,3194,32204
2316647,3276,33941
2314557,2572,31945
2292578,1404,
2302028,2208,21305
2280781,1238,
2313659,2867,31419
2294510,1624,
2294288,1663,
2301854,2200,20640
2313203,3013,30934
2310680,2749,28536
2299296,2016,
2305601,2369,23886
2229540,1068,14602
2306813,2595,24796
2311599,2897,29314
2301469,2183,20246
2171699,981,
2294587,1689,
2305282,2386,
2293506,1544,
2311317,2888,28989
2297392,1880,
2312437,2962,30037
2307496,2653,25430
2316506,3249,33873
2303556,2319,22007
2294052,1602,
2304130,2369,22506
2300781,2142,19295
2294978,1610,18116
2290681,1332,16403
2298227,1693,18829
2304648,2369,23068
2305002,2334,23265
2307367,2609,25300
2292859,1489,17304
2293203,1519,
2303632,2315,
2306140,2533,24240
2294041,1601,17779
2308760,2160,26647
2290672,1331,
2295071,1610,18215
2317182,3272,34556
2272757,1217,
2308520,2638,26421
2314895,3193,32107
2291391,1341,
2300925,2149,19619
2294588,1671,
2316333,3047,33689
2298521,1694,19038
2302556,2246,
2305811,2520,24025
2313558,2968,31201
2308029,2688,25996
2262748,1173,
2295104,1610,18235
2293465,1541,
2310500,2850,28450
2313779,3019,31358
2306020,2407,24176
2299567,2032,
2290404,1318,16374
2296896,1836,
2303821,2358,22214
2302006,2208,20909
2314455,3144,31679
2304351,2398,
2304550,2262,22888
2302683,2187,21296
2295508,1714,
2275450,1247,
2305129,2432,23416
2311361,2724,29226
2294926,1610,18080
2291414,1357,16798
2302922,2276,21512
2292925,1469,17358
2279574,1242,16185
2312623,2902,30210
2308851,2639,27014
2277822,1261,
2299483,1970,
2290611,1329,
2297527,1881,
2301269,2164,19904
2308011,2672,25910
2317810,3372,35158
2246687,1128,15147
2308704,2688,26517
2307778,2639,25797
2301347,2176,20041
2248340,1139,
2294170,1623,
2265645,1176,
2249109,1144,
2310423,2845,28514
2293483,1543,
2313689,2866,31403
2248227,1125,15211
2306061,2529,24214
2309376,2771,27225
2307240,2626,25241
2305086,2460,23321
2314687,3173,31973
2301707,2059,20537
2304722,2386,22997
2299051,2001,
2312907,2932,30729
2302110,2117,20802
2304478,2285,22830
2305013,2369,23336
2296065,1674,
2225718,1058,
2194090,1013,14215
2295317,1681,
2316538,3047,33913
2311588,2916,29564
2295145,1698,
2312644,2897,30257
2302053,2188,20765
2243153,1108,
2293028,1498,
2314993,3136,32170
2218124,1041,
2317557,3349,34964
2308600,2639,26398
2312312,2928,29976
2306581,2560,24582
2313678,2866,31325
2305218,2457,23484
2278603,1269,
2307614,2665,
2312326,2897,
2193152,1021,14187
2295086,1610,18229
2316075,3060,33575
2296271,1761,
2312299,2977,29939
2304406,2285,22739
2290771,1317,16451
2315733,3265,33062
2271997,1209,15819
2292173,1437,
2306969,2590,24974
2309924,2814,27771
2222984,1041,
2306741,2543,24772
2299407,2021,
2296404,1742,19481
2312750,2879,30420
2305895,2517,24042
2302114,2099,20821
2297384,1870,
2292320,1396,17081
2309604,2675,27460
2296957,1842,
2312363,2720,30332
2295842,1762,
2316103,3048,33708
2306552,2453,
2300958,2133,
2289464,1290,
2306157,2528,24261
2298809,1898,
2302195,2124,20846
2317535,3059,34851
2302103,2152,
2304791,2406,23270
2295311,1724,
2292769,1480,17256
2312013,2879,29755
2296817,1830,
2312197,2950,29891
2309404,2775,27473
2305690,2507,23840
2305815,2466,24056
2311484,2880,29311
2315195,3200,32433
2298541,1973,20189
2302828,2270,21409
2293342,1526,17561
2306701,2543,24725
2312223,2928,29913
2300789,2143,19300
2292074,1432,16983
2309479,2781,27328
2308973,2741,26740
2308485,2708,26348
2309961,2808,27862
2309745,2729,27429
2300961,2152,
2292150,1420,
2293131,1514,
2296089,1765,
2303908,2349,22294
2306839,2559,24895
2307700,2654,25600
2240515,1101,
2299727,1970,
2315741,3243,33022
2305194,2239,23469
2292044,1430,
2296521,1733,
2316091,3060,33744
2311428,2872,29160
2295999,1778,
2290970,1317,16553
2191578,1020,
2294289,1577,
2278158,1266,
2265639,1176,
2307649,2649,25628
2311239,2557,29043
2295043,1610,18206
2313915,1040,
2300409,2119,
2296666,1767,
2306242,2544,24348
2316270,3201,33592
2294703,1618,17975
2293910,1632,
2264780,1174,15559
2300515,2129,
2300620,2020,
2296613,1817,
2311755,2931,29526
2291690,1401,16880
2316251,3228,33653
2254726,1164,15463
2303407,1040,22168
2314887,3185,32092
2308615,2703,26476
2305581,2369,23799
2289580,1290,
2297162,1808,18525
2305982,2452,24180
2292275,1420,
2304076,2323,22439
2272063,1196,15823
2278598,1269,
2297160,1808,18526
2305515,2494,24085
2306711,2546,24724
2293008,1502,17413
2278583,1269,
2310720,2856,28794
2304793,2406,23082
2309490,2639,27349
2298118,1763,18782
2290763,1317,16452
2311727,2922,29518
2315883,3048,33543
2293934,1629,17741
2236097,1089,
2316257,3262,33573
2311385,2886,29136
2298455,1937,19027
2316883,3048,34210
2303607,2331,22049
2309971,2785,27838
2300486,2129,
2297223,1849,
2290839,1334,16473
2310631,2842,28577
2273445,1230,
2305353,2311,23618
2278257,1266,
2237658,1096,14905
2290670,1331,
2299556,2037,
2312707,2986,30325
2313918,3123,
2296131,1765,
2287424,1290,
2305015,2369,23340
2293985,1577,
2246050,1124,
2315689,3016,33211
2299356,2014,
2301914,2124,
2292591,1469,17131
2308641,2553,26930
2311202,2882,28926
2295443,1729,
2272433,1212,
2309865,2641,27854
2314401,2867,33034
2316303,3048,
2292805,1479,
2300674,2124,19224
2280881,1242,16285
2305554,2482,23739
2311731,2879,29528
2265698,1176,
2297281,1861,18578
2304187,1040,22555
2315577,3196,32790
2306309,2430,
2295131,1662,18036
2305304,2369,23567
2291058,1317,16591
2303386,2062,21894
2300783,1979,19565
2240127,1101,
2299591,2043,
2216064,1037,14359
2303405,2308,21906
2308524,2638,26431
2315766,3270,33054
2178611,982,
2240125,1101,
2313936,2866,32013
2303308,2299,21832
2302989,2280,21558
2290595,1325,
2293276,1521,17494
2306267,2544,24369
2309288,2743,27092
2202475,1034,
2313790,3054,31394
2316547,3320,33898
2295032,1610,18176
2298474,1957,19056
2302173,2208,21310
2290746,1333,16430
2308119,2639,26074
2296265,1744,
2297259,1868,
2294772,1698,
2317699,3384,35042
2295858,1770,
2291735,1405,
2310590,2852,28427
2311664,2924,29405
2315056,3104,32271
2268462,1175,15618
2315414,3231,32671
2296719,1824,
2292379,1449,
2312477,2955,30101
2279080,1266,
2289835,1313,16335
2291341,1360,
2306203,2340,
2302387,2124,20999
2252502,1125,
2311680,2889,29565
2300906,2149,19607
2302622,2130,21264
2296589,1816,
2290984,1317,16559
2306365,2494,24660
2304612,2419,23052
2239286,1099,15064
2306699,2536,24710
2295683,1733,
2272989,1218,15859
2316914,3339,34418
2311040,2728,28859
2310322,2766,28109
2300077,2092,
2299094,2003,
2294020,1623,
2300665,2124,19214
2296646,1733,
2291517,1357,16820
2300135,2042,19682
2315268,3202,32467
2313336,2880,31069
2229716,1033,
2316807,3059,34363
2225762,1058,14471
2296133,1765,
2313841,2867,31799
2291047,1344,
2310318,2729,28094
2304346,2315,
2313134,2879,30785
2313051,2836,30703
2311617,2906,29318
2317756,3354,35070
2280074,1257,16220
2317014,3047,34343
2305496,2494,23762
2308111,2639,26017
2302451,2224,21077
2306914,2495,24979
2291833,1402,
2251151,1125,15356
2302315,2228,20915
2296049,1780,
2303909,2349,22299
2306468,2495,24560
2305465,2482,23698
2302293,2226,20948
2307479,2652,25457
2301985,2204,20724
2311245,2873,28948
2304772,2406,
2298466,1890,
2311768,2880,29539
2297046,1846,
2298034,1871,
2290501,1321,16351
2305245,2409,23527
2276386,1249,15973
2299173,1934,
2305874,2407,24174
2314551,2572,31848
2315139,3135,32375
2310800,2843,28589
2314733,3157,32020
2316119,3049,33489
2292004,1431,
2296647,1819,
2317691,3290,35031
2310662,2850,28452
2316366,3047,33714
2317256,3047,34648
2280310,1257,16229
2275469,1242,15935
2306824,2596,24999
2314667,3157,31965
2310015,2825,27876
2298222,1693,18824
2252005,1125,15397
2300030,2089,
2309951,2786,27796
2312278,2897,29932
2300790,2143,19301
2302792,2135,21427
2298611,1937,
2308995,2741,26836
2311052,2843,28817
2147768,958,
2303459,2315,
2295857,1746,
2300048,2060,
2300768,2141,
2303559,2319,22012
2292083,1432,16984
2297012,1616,18481
2292826,1469,17284
2301040,2159,
2313459,2967,31065
2295727,1738,
2312774,2571,30503
2293580,1544,
2293381,1529,17551
2302735,2255,
2296336,1742,19468
2292014,1430,
2307799,2682,25722
2295595,1613,18306
2297332,1768,
2306983,2430,
2304948,2411,23240
2309271,2755,27123
2309383,2769,27209
2298749,1982,
2308350,2703,26174
2271989,1209,15818
2306231,2542,24303
2311467,2569,29467
2302072,2119,
2305179,2475,23477
2316008,3285,33401
2315211,3216,32386
2303474,2317,21951
2308003,2672,25905
2295480,1606,18271
2313540,3104,31159
2311370,2724,29254
2301518,2119,
2301506,2174,20275
2299239,2003,
2304799,2406,23072
2317068,3069,34467
2314583,3168,31948
2298761,1975,
2316824,3201,34091
2295708,1733,
2308200,2673,26035
2278216,1218,16123
2311197,2846,28915
2312711,2894,30484
2302225,2124,20867
2301125,2124,19887
2315735,3265,33103
2306354,2494,24568
2307288,2538,25319
2303824,2358,22216
2309774,2663,27593
2309623,2781,27405
2295560,1733,
2305517,2494,24081
2302432,2150,21043
2317434,3367,34787
2293418,1532,
2310363,2830,28146
2312348,2570,30261
2307918,2672,25850
2314809,3134,32161
2311576,2916,29378
2292796,1480,17280
2309744,2729,27427
2304714,2420,23120
2311384,2886,29117
2290006,1311,
2296502,1742,19508
2303110,2280,21659
2304473,2346,22826
2301244,2164,19871
2301336,2172,20000
2316320,3049,33765
2317832,3400,35239
2293097,1470,17460
2307922,2541,25912
2304396,2351,22812
2296208,1742,19444
2295719,1619,18329
2297225,1833,18552
2312947,2989,30625
2307800,2682,25721
2299435,2023,
2308990,2741,26828
2316610,3048,34050
2302663,2254,21276
2303441,2301,21984
2302354,2225,
2304831,2442,23119
2305339,2368,23591
2270330,1192,15730
2313584,3080,31239
2315980,3208,33350
2181278,990,
2315410,3189,32658
2303661,2330,22097
2317394,3363,34822
2300382,2122,
2302117,2152,
2314126,3018,31479
2315351,3151,32603
2315637,3150,32882
2298671,1976,
2294326,1662,17857
2295420,1727,
2306522,2533,24545
2317454,3060,34886
2307255,2630,25246
2310010,2790,27846
2305704,2505,23825
2311410,2897,29131
2304446,2285,22782
2297299,1857,
2315814,3047,33728
2304662,2425,22939
2317790,3394,35138
2310313,2729,28097
2295179,1702,18050
2310347,2842,28119
2297009,1837,
2295773,1742,19360
2312667,2880,30280
2305726,2508,23880
2277835,1218,16078
2291441,1366,
2266468,1179,
2304341,2395,22664
2297843,1919,18744
2301548,2186,20342
2311601,2879,29301
2296607,1742,19534
2305680,2495,23924
2300963,2155,19665
2309234,2758,27170
2306990,2430,
2301146,2036,19805
2306008,2527,24163
2314095,3017,31456
2309719,2675,27559
2236083,1089,
2294277,1662,17845
2306048,2529,24205
2293898,1592,
2308438,2706,26303
2305463,2482,23676
2307483,2648,25417
2302526,1954,21182
2310058,2812,27922
2316784,3333,34679
2313734,3108,31313
2299621,1970,
2305115,2450,23427
2291981,1424,
2307124,2612,25133
2299254,2003,
2298966,1973,20198
2289528,1310,16317
2312329,2880,30016
2303381,2305,21890
2299015,1934,
2220723,1041,
2315644,3219,33058
2310120,2816,27930
2299589,2024,
2306215,2340,24341
2297656,1912,
2312542,2897,30150
2317416,3049,
2305160,2464,23449
2296841,1830,
2316772,2998,34928
2303422,2135,21939
2236418,1092,
2227922,1037,
2273413,1230,
2294871,1662,18014
2294667,1689,
2313539,3062,31163
2292869,1490,17319
2293446,1539,17618
2297506,1738,
2307241,2626,25242
2315673,3195,32939
2317771,3351,35112
2290590,1325,
2292891,1490,17328
2309408,2776,
2310254,2713,28181
2313281,3004,30929
2312780,2880,30433
2316492,3060,33868
2291502,1370,
2303231,2293,21778
2316294,3277,33598
2296893,1822,
2294828,1705,
2301388,2124,20121
2295948,1742,19395
2315080,3134,
2294631,1695,
2293919,1575,
2315694,3060,32993
2305082,2456,23308
2301404,2124,20279
2309541,2766,27354
2252148,1125,15405
2298376,1956,
2299164,1942,20321
2295930,1765,
2239117,1087,14839
2296809,1830,
2316433,3178,33824
2311151,2878,28889
2310184,2818,28013
2293130,1514,
2305346,2311,23612
2296771,1829,
2300627,2102,19200
2299313,1968,
2238268,1094,15050
2298856,1934,
2303896,2361,22289
2312552,2916,30274
2297361,1880,
2307562,2656,25674
2306557,2453,
2312835,3008,30594
2294202,1630,
2305284,2386,24099
2309525,2638,27377
2305342,2311,23608
2298283,1937,18913
2310062,2639,28391
2311181,2725,29068
2298658,1934,
2293626,1553,17645
2298790,1937,
2305546,2491,23755
2315167,3150,32406
2311075,2728,29207
2312458,2533,30078
2300917,2100,19629
2313772,3052,31328
2303641,2315,
2309683,2663,27572
2303123,2287,
2269601,1197,15681
2310595,2851,28358
2303982,2368,22378
2294008,1629,17831
2296126,1765,
2307030,2543,25043
2300206,2009,
2303077,2281,21636
2315820,3228,33194
2307411,2646,25329
2313760,3105,31305
2299514,2032,
2315844,3049,33168
2226115,1057,
2314432,3154,31696
2300130,2094,
2311650,2920,29481
2298647,1928,
2302730,2223,21338
2280523,1257,16257
2306653,2580,
2295230,1716,
2298444,1967,
2297058,1847,
2300604,2106,
2294309,1623,
2307488,2650,25691
2291223,1352,16745
2205371,1013,14326
2293479,1543,
2305180,2475,23478
2280315,1257,16238
2316402,3249,33812
2295290,1651,
2310413,2705,28203
2307159,2619,25117
2292811,1480,17287
2311460,2569,29434
2307731,2655,25666
2312800,2981,30460
2299557,2037,
2292966,1500,17399
2298624,1890,
2280512,1257,16250
2300384,2033,
2295788,1733,
2296759,1826,
2215711,1033,14356
2304538,2401,22843
2269356,1175,15655
2313192,3037,30827
2317719,3380,35066
2293983,1623,
2273069,1222,
2295447,1733,
2295440,1727,
2309769,2766,27435
2298135,1890,
2311094,2729,28898
2291473,1367,
2307462,2564,25441
2307016,2589,25059
2306505,2423,24810
2309656,2663,27569
2298883,1989,
2310516,2835,28693
2311104,2729,28939
2297728,1840,18924
2302544,2211,21214
2248348,1139,
2312939,2880,30554
2297911,1923,18787
2280103,1218,16217
2316215,3285,33515
2292067,1396,17012
2310350,2842,28122
2305826,2517,23960
2307266,2631,25259
2271897,1209,15789
2295296,1724,
2291215,1352,
2307036,2589,
2293513,1545,
2291090,1345,16622
2299085,1973,20200
2317665,3072,35214
2314634,3077,31919
2310688,2749,28560
2300328,2068,
2195907,1026,
2296214,1681,
2300607,2020,
2307040,2605,25061
2301373,2124,20233
2294465,1679,17876
2292985,1500,
2193831,1009,
2316950,3321,
2313685,2866,31370
2297701,1917,
2237609,1096,14877
2290210,1316,
2313449,2967,
2292391,1452,
2248345,1139,
2307122,2612,25127
2293259,1523,
2316121,3049,33494
