Name,Country,ID
Tt Dragons,Germany,4495
dReAMHaCK,Germany,2225
2easy4,Denmark,1473
Virus Gaming,France,3473
ARDEMOS NO FOGO,Portugal,3867
upfront,Denmark,3552
eLevate,United States,5775
REHTI,Finland,7642
ENZO,Hong Kong,7324
LiT,Brazil,2520
DISH!,Norway,2492
mx.Ns^,Sweden,641
GoSu,Finland,7435
topdollar,Denmark,2728
tomtebloss,Sweden,5651
tempclan,Spain,1816
Golden Children,Poland,7341
3P,Belgium,7301
pixelmassakeR,South Africa,5160
bounZe,Sweden,3318
Los Mariachis,Portugal,7061
dots,Denmark,3344
XOOPS ,Lithuania,3298
acid,Other,182
Derank Machine,Hong Kong,8179
ARSENIX,Germany,3090
Viborg Vipers,Denmark,4889
Jellybean,United States,563
newschool,Sweden,4673
Geekunit,Denmark,7200
OFF,Romania,1777
PageHLTV,France,8265
BBSP,Denmark,7751
BetPlayer,Germany,709
HEXAGONE Cubo,Portugal,8561
Imperium Gamers,Poland,5129
TitaNs,Singapore,217
Refuse,Sweden,4929
3sUP,United States,6261
Arte et Marte,Europe,7843
wolfpack,Sweden,4015
Kiev-Capital,Ukraine,2897
GP,United States,564
4spb,Russia,5300
otcus,Finland,1763
FBI,Russia,5373
Evilzon,Sweden,2044
BE FIRST,Germany,4693
Final Heaven,Brazil,3147
Nemiga,Belarus,7969
ttf,Sweden,3718
PlaYer$,Denmark,2703
AllTheRage,Lithuania,6595
Xarena,Romania,2975
jogon,United Kingdom,1172
doitonlan,United Kingdom,3293
n-core.nrg,Croatia,519
Zomblerz,United States,6258
showHIGH,Spain,4958
Versus.Pro fe,Germany,2692
pragmatic,Belgium,1659
ftp://,United Kingdom,210
sway,Canada,2404
emT,Brazil,3155
tws.mc,Australia,2024
Excello,United States,2501
PhysX,Romania,6501
Red Wolf,China,8497
nTense Gaming,United States,894
isp,Sweden,1645
über G33KZ,Denmark,5271
M0CKB4,Finland,1265
Mythic,United States,5479
BootKamp,Brazil,8382
dope,Sweden,3311
NuTTy LoCo,United States,1242
Blackwoodproductions,United States,7783
Ground Zero,Lebanon,7167
ex-Kitsune,Argentina,8575
kxN ,Brazil,3120
SGSH,Denmark,2720
unlike,Sweden,1928
Leaf,Sweden,6581
GREAT ONE-LINERS,Bulgaria,6323
cajun,Denmark,1238
e4e,Sweden,7160
Exile 5,Australia,3749
ptr,United States,6228
eMazing Gaming,Australia,522
struggletony,Denmark,7875
Stellar,Norway,90
SILENTASSAULT,Korea,2038
SlutteR,Denmark,153
LURAD,Sweden,3369
Nanoxia,Germany,601
bband,Ukraine,2910
Homeless,United States,5091
KIM JONG IL 2,Netherlands,3937
AgatoN,Sweden,1045
dakarma,Denmark,1460
ALSDUDEZ,Denmark,4705
Damnati.Net,Sweden,5326
RedFear,Romania,8309
30r4k,Sweden,5566
logitech,Finland,582
TRIS SVIITRAS,Latvia,7512
redWhite,Finland,1257
Isak eSport,Denmark,3923
AfterShock Crushed ,Finland,4481
Rejected,Chile,6800
The Titans,Denmark,1
alex,Norway,763
CIO,Sweden,5244
MYM female,Sweden,1197
TheShow,Spain,3634
Hala Ares,Russia,7905
EYESports,Russia,1538
Horsie,Denmark,1972
B^hooch,Russia,1084
CANT HIDE FROM,Serbia,3530
SPEEDLINK female,Germany,2350
ATH Academy,Australia,7492
eXploit,United States,887
Wizards,Spain,2587
StormStudio Staff,CIS,6454
INSTANT,Germany,3054
Airwalk,Romania,5728
WiseWizards Academy,Europe,7960
aimface,Serbia,4025
Artificial.intel,Denmark,1476
Legacy,United States,2109
WithoutOrg,Europe,7494
South Africa,South Africa,6282
SkogsHuggarna,Sweden,5312
Valour2,United Arab Emirates,7813
bamboozled,United States,7862
unRestricted-eSports,Estonia,4241
Friends,Netherlands,1253
CyberRevolution ,United States,3067
On The Run,United States,8250
K29,Belarus,4908
I will kill u,Sweden,867
Anthrax,Malaysia,7486
Adolf,Sweden,3575
Van Dyke Browns,United States,8271
enigma,United Kingdom,3898
CMAX|Twista,Finland,1116
ELTZ,Russia,4282
DEMGUNZ,United Kingdom,5877
Ehonor,China,1799
Awni4orever,United States,5546
Team D,Europe,2597
bioXar.at,Austria,1143
Alternate,Germany,61
SV,Sweden,5622
HG,Turkey,3357
Magicians,Europe,8033
Macedonia,Macedonia,5079
GEX,Iran,7248
Panthera,Norway,7765
seven 2007,Iceland,6181
mTxServ,France,4510
+46 Dragons,Sweden,4966
Project_Polygon,Korea,8199
bloodineyes ,Brazil,3111
ROTY,Finland,1102
WebOne,France,4511
SLTV.selectah Staff,Ukraine,6151
smiechawahehe,Poland,8306
Ataka,Ukraine,2653
Millenium fe,France,2811
Conscindo,Bulgaria,3884
sentenced ,Brazil,3152
goodgame,Germany,2130
Sympho,United Kingdom,4522
wOw,Russia,4079
exotic,Portugal,372
LeetGamerZ,France,5199
Mercenaries,Denmark,148
vitrioL,United States,7588
Talent,United States,880
CyberBullies,United States,8146
Radix,United Kingdom,7748
10.000$,Denmark,5015
Xapso,Europe,5217
F.cn,China,3804
DungBeo,Vietnam,6664
DUFFMAN,Spain,1287
a-L|ChRRRRp,Germany,1068
C&apos;EST LA VIE,Europe,8036
praNkEd,Romania,3183
expensive,Denmark,629
SofaKingGood,United States,7205
Queen Consolidated,France,5941
El Salvador,El Salvador,7098
svinpels,Sweden,967
Masterminds,Australia,7967
BigGods,Brazil,6789
Imagination,South Africa,6567
Finnish Royalty,Finland,4137
c2fire,United States,8315
cqa,Norway,94
xD,United States,7622
iCON,Russia,3671
Fragment,China,1181
defining stars,Sweden,535
CL4NLESS,Poland,6720
Playg,Sweden,849
Heroism,Denmark,1967
TheyKickAss,Germany,3777
MaxAndRelax,Europe,6384
AMATOPU,Russia,5917
Faroe Islands,Faroe Islands,5756
MUH!,Denmark,818
NineLives,Slovakia,8230
Meanmachines,Sweden,1980
QuackPack,Sweden,6706
plan-B,Austria,378
Last Resort,United Arab Emirates,7001
maniaX,Romania,2540
SSU Black,Australia,7131
Drally,Denmark,1224
Minttu,Finland,5298
DEFJOINT,Ukraine,4022
duttdutt,Sweden,4666
garis,Sweden,6496
s4s,Russia,7420
DEATHSQUAD,Sweden,1555
Proximity,United States,8428
volgare,Hungary,5579
closeone,Sweden,1611
Madworld,Sweden,1512
Salmon,Australia,5292
InsaneBY,Belarus,8402
proA.gm,Vietnam,6663
Temporary.fi,Finland,1096
tahleouf,France,5855
Jutland,Denmark,2050
Poutine Puggers,Canada,8566
Game Show Staff,CIS,5892
Made in Brazil,Brazil,506
Midwest,Denmark,4370
Pajseri,Serbia,4337
Femina fe,Lithuania,2834
Elysium,Chile,4053
Challengers,Europe,3512
stay alive,Ukraine,2466
ROG IzakOOO,Poland,7540
CSGO2x,Sweden,6670
v6,Denmark,4915
Scotty&apos;s Scooter,United States,8467
ENTiTY.Gold,India,7391
Temporary orgless,Sweden,6727
Black Dragons,Brazil,7081
semXorah,Brazil,2261
Greece,Greece,56
viva Algeria,Algeria,4009
Jaguar,Guatemala,7504
GoodJob,Belarus,7820
Tectonic,United States,6425
Begrip,Sweden,5014
zeroPoint!,Norway,3992
eSpuma.ACD,Denmark,4823
97club,Belarus,3909
ex-MYM,Sweden,1161
team-fist,Norway,1730
Online-Kingdom,Portugal,3270
Prospects,United States,6792
majestics.mix,Denmark,1203
ENJOY,Serbia,3947
clan-zomg,Sweden,959
Coldfrag,Sweden,2244
Pause,Sweden,1572
suicide,Slovakia,2435
JUST DO IT,Poland,5600
TRiCKSTeRS,Denmark,4182
DK,Denmark,273
Mad DogZ,Serbia,4942
Fantastic5,Austria,191
Decerto,Sweden,4927
DreamRAR,Tunisia,7153
Vinkelparty,Sweden,7471
Final Destination,United States,8155
Highzone,Sweden,2169
oneye,Poland,5304
cykapower,Sweden,8421
SnG fe,Belarus,2950
Southboys!,Sweden,1909
Russia fe,Russia,2959
LANKLAN,Russia,5488
WDHA,Europe,6857
Trauma,Sweden,2237
project_kr,Korea,575
buF,Sweden,4805
reDawn,Portugal,740
sCa,Germany,174
Poelparty,Sweden,2172
ONE,United Kingdom,466
Eyeshield,Portugal,7008
Rascal Jester,Japan,7232
Visage,Norway,4734
EN9MY,Brazil,7852
Atleterna,Sweden,7933
Hedgehogs,Spain,8507
Veneration,South Africa,6293
Slovakia,Slovakia,5141
ROYLE HAKI,Latvia,4030
CPH Wolves,Denmark,3334
Logic,Netherlands,1250
Orchid,Libya,5175
MTW,Germany,5653
Orgless,Europe,6405
eL&apos;quvet,Russia,7427
combo,Sweden,2988
BYE,World,929
Sørby Academy,Denmark,7749
EXCESSIVE is a BABAR,France,3267
TMVG,Finland,4105
Westcoast P.,Norway,4824
Vendetta,Serbia,3375
cRazY canUcKz,Canada,3859
Italy,Italy,5110
Red Dead,Germany,4498
LANBOKEN,Sweden,5429
revoluted,Finland,2563
Entourage,Sweden,2987
EpideM1c,Korea,6604
es4x,Russia,1849
Arcade,Russia,6408
Dodz,Estonia,2089
Human Dark Side,Russia,2856
Adderall Admirals,United States,6990
aMiKo,Denmark,1503
Spirit,Russia,7020
Team Haparanda,Sweden,1519
Aspen,Norway,6320
RiP,Australia,5606
doomBRINGERZ,United Kingdom,5020
TBH,Germany,469
ZeGg,Sri Lanka,8259
Texas Allstars,United States,2139
ttc,Germany,5540
Definitive fe,Sweden,4115
Pobeda,Russia,2437
MiSTR,Chile,7664
?,Denmark,6548
WASD,Estonia,7668
Ubinited,United States,4586
ex-oXmoze,France,501
T44,Russia,2057
FRATER,Serbia,3525
Dragon$,Netherlands,4766
Defuse Kids,Belgium,86
Episode #19,Other,5268
CORE,Mongolia,6337
Anima,Spain,5711
TeamCRG,United Kingdom,4526
Whatever,Denmark,14
optimize,Portugal,2923
Cipangu.GO,Japan,5749
No ID,United States,6704
wNv,China,2376
Karont3,Spain,4760
XPLICIT,United Kingdom,4525
Various Artists ,China,5536
ASDF,Australia,7066
resurgam,Croatia,2542
RECEIVED,Sweden,5421
Vination,Finland,5814
Bovines,Singapore,5531
AIMERZZ,Algeria,6956
Astana Dragons,Ukraine,4984
Black &amp; Yellow,United States,3999
I-INC,Sweden,353
Fallacy,Denmark,1961
WickedYouth fe,Sweden,7709
Mojo,Netherlands,3694
tjaswelolxd,Sweden,8083
#wearelegend,Denmark,797
AllTheWay,Sweden,1976
Mad Wolves,Pakistan,8450
TR.Victory,China,868
ProGaming,Brazil,6771
disguised,Sweden,2212
DSRack female,Denmark,4703
nerdRage,Netherlands,6639
SkånskaMuren,Sweden,1281
a2g,Sweden,3228
FiRENATION,Azerbaijan,3654
Exanimus,Sweden,1884
Born in Mongolia,Mongolia,7109
STARLIKE,Sweden,1425
Berzerk,Switzerland,8526
onesixtwo,Sweden,4871
Shark fe,Denmark,7708
myRuSh,Switzerland,3208
Vengeance,Ukraine,7266
The Fundamentals,United States,8084
Brasil Gaming,Brazil,4290
CK$,Latvia,8238
Umboðsmenn,Iceland,8231
attackiereN,Poland,7946
Cursive,Denmark,5125
Torment,Canada,6734
enhance,France,5163
US,Poland,2222
maadtech,Sweden,2361
wNv,China,7798
SmileyZ,United Kingdom,4524
Deathtrap,Turkey,6629
WYBOROWA,Poland,3854
team isak,Denmark,3255
First_online_then_LAN,Denmark,5124
Soldados,Norway,2763
Gale Force,Argentina,8181
UniversalSoldiers,Poland,4533
TwisteD,Hungary,7502
The Next Generation,Germany,467
Indumitus,Denmark,333
Storm,China,5780
cLip,United Kingdom,2741
Off-Mode Gray,Poland,8100
cocillana,Sweden,4213
GPR,Brunei,5259
DragonDK,Denmark,8107
SNOGARD Dragons,Austria,4743
15 min concede,Denmark,2862
Acid Animals,Denmark,339
deviagames,Sweden,1447
Vart e mitt vapen? ,Sweden,2293
INiOV,Greece,3755
CNB,Brazil,2518
noGOOD,Latvia,3383
HKLAN,Denmark,2547
DELTA,Serbia,5589
dimension9,Portugal,3050
Bar røv og sandaler,Denmark,6848
FaxZup,Sweden,1589
Valenciana,Spain,2327
Moral Alliance,Poland,7260
Club35,Bulgaria,2325
T.O.T,China,7932
Monstars,United States,7841
5ive troller,Hong Kong,8180
mTw,Other,4497
BYE,World,928
ImbaTV,China,7214
OVOXO,Sweden,4215
Imperial Dragons,Poland,6498
dfiance.cs,Belgium,1913
aliquo,United Kingdom,4528
VIKINGS,Spain,5408
7642,Thailand,7576
IMC8,Ukraine,3912
IOS_mixen,Sweden,2637
maksnet,Serbia,4263
noKappa,Poland,6763
Superstars,Finland,5825
Vacuous Baboons,Denmark,6838
Unrealgaming,Sweden,1629
aeternus,United States,6526
Cobra,Sweden,3321
fit4fight,Sweden,2633
Skilledamn!,Portugal,1755
HoA,Philippines,504
ex-Fenix,United States,6123
KARHUKOPLA,Finland,5816
m0nster white,Korea,7072
swissRAGE,Switzerland,4569
downstage,Denmark,2704
n1ce,Hungary,6766
Optimalt,Sweden,4294
K23,Uzbekistan,7246
Rapture Play,Japan,6402
nGt Gaming,Portugal,3847
Overrated,Europe,4907
Dynasty,Brazil,8272
swecon,Sweden,944
KerchNET,Ukraine,2614
Stofftiere Online e.V.,Germany,364
Serious Business,Austria,3264
Laserfrogs,Sweden,3310
YellowTeeth,Italy,7979
Overproject,Spain,4376
LDLC Blue,France,6051
DICKHOUSE,Estonia,6473
SZ Absolute,Japan,7962
haxx.fi,Sweden,958
Vegilantes,Denmark,1365
troublemak3rs,Germany,6690
oBedieNt,Norway,1745
Begrip,Russia,5003
Daydreamers,United States,7688
final breath,Sweden,2195
aNimus,Norway,6837
afterlife,Finland,946
dotpiXels,Germany,3400
edge,Romania,3172
THREAT,United Kingdom,4006
Lemondogs,Sweden,2990
MYM,Poland,5211
DANK,Mongolia,7808
Airwalkers,Denmark,6250
.Russia,Russia,7268
teamlol,Denmark,3347
Insomnia,Canada,6817
LLL female,Belgium,1674
pMz,Sweden,4305
Leonid,Netherlands,8019
Purge,United States,8544
ex-Publiclir,Sweden,6904
Eradicate,Denmark,2776
SSG Cream,South Africa,5156
cyx &amp; paN,Germany,1264
Gamecenter.dk,Denmark,1897
edepol,Sweden,598
CariocaX,Brazil,3151
Magistra,Denmark,6946
LANg0ds,Sweden,8592
ex-Fury,Slovenia,7975
Evilz,Sweden,1559
/5/,Belarus,4447
Brazil,Brazil,6205
Q.Dominium,United Arab Emirates,3647
Checkmate,Brazil,7605
One_Click,Russia,2668
Control.VP,Australia,5603
Knockout-Gaming,Sweden,2200
TMK,Serbia,4257
Rematch,Norway,5059
Sunken Souls,Norway,5504
Cardinals,United Kingdom,8035
iSg.vA,Singapore,6341
R5,Serbia,6183
aAa,France,375
XG,Other,190
Ezentify,Australia,8223
ArcadioN,Denmark,1231
Fearless,Greece,8017
[JMC],Denmark,2553
GUCCIBANAN,Sweden,7822
JustinCredible,Sweden,2174
Netherlands,Netherlands,5103
Hajvani,Bosnia and Herzegovina,5989
Epsilon,France,4456
Walla walla wasp wackers,Finland,4986
DPS,Serbia,3526
NPME,Russia,6551
ex-Reason,Denmark,6466
KerchNET,Russia,4609
father,United States,7618
OneShot,Russia,5480
NewStyle,Denmark,5455
dödsmixen,Sweden,3658
VIP,Denmark,2448
DuskBin,Hong Kong,2426
Pt3eu,Sweden,6007
Licht,Chile,8094
unu.AiN,Denmark,5737
LunatiK,United States,5700
FlipSid3,Ukraine,5988
eestralis,Finland,4214
EZYPEZY,Europe,5249
m!x,Singapore,4442
Annunaki,Peru,7789
tara nichak,Sweden,1520
darkclan,Denmark,680
/10/,Germany,5288
W7M,Brazil,8574
hofo,Sweden,2375
GUNRUNNERS,Czech Republic,5695
ILLUSION,Finland,1767
Team 34,United States,1785
cMar,Ireland,4208
The@Game,Brazil,4328
InVeritas,Denmark,787
elefanterna,Sweden,964
MYMIND ,Brazil,3115
Nexus,Romania,7187
netGamers,Spain,5654
PkD Academy,Germany,8217
Pyörälä,Finland,4618
Gone Ballistic,United States,3976
Team LZ,Malaysia,2021
KappaKappa,Sweden,6264
OSLF.dk,Denmark,2981
FlipSid3 Africa,South Africa,6764
Pantoms,Korea,6480
NoRiskNoFun,Germany,2806
worldwide,Ukraine,2912
LG13,Ukraine,2504
Assassine,Germany,3399
Black,Finland,4478
Games4u fe,Europe,6243
J2G,Indonesia,6416
Equipo 12,Spain,1293
MysticaL,Malaysia,8571
SPEEDLINK fe,Germany,2693
Phoenix,United States,7661
overplay,Spain,1289
Log|Tommeh,Netherlands,1099
RANDOM_Gaming,Switzerland,209
P9,Romania,3828
Cortex Red,Australia,8222
FATNIFE!,Denmark,4917
flushafanclub,Lithuania,8277
Skyred,Vietnam,5978
dominion gaming,United States,234
DICKHOUSE,Finland,2760
Inspire,Japan,8322
Lowenbeau,Australia,5494
SS300,Denmark,3774
rimosso,Denmark,3546
THRASHER,United States,8429
team69,Brazil,4043
#Brotherhood,Denmark,1464
wallemix,Sweden,2254
Raw Gaming,Sweden,1704
Epsilon,Spain,6124
Im.Possible,Ukraine,1541
masterpiece,Denmark,1004
BrutalCS,Sweden,1433
Dokee,China,3762
Devour,Other,6868
ClockTime,Korea,6478
mihn.ZQ,China,2421
Epsilon fe,Germany,4590
PEK e-Sports,Spain,2485
solitude,Denmark,1202
ShahZaM,United States,6927
FuckSK,Sweden,4303
envize,Hungary,5131
Universe,Slovakia,7442
goodtimes,Spain,3633
Auri Sacra Fames,Norway,2762
samba,France,8303
shun,Norway,1736
DN-Gaming,Spain,3605
Slovakia fe,Slovakia,2821
REKT,United Kingdom,5366
esq.wind,Korea,7400
xDSRack,Denmark,2419
Cytik,United States,5767
LUNATICS,United Kingdom,5350
Stormborns,Peru,7721
naptoR.Factory,Denmark,4829
Malaysia,Other,484
Furlan,Poland,7037
Debut,Sweden,1276
skandalouZ,Germany,2128
IMBA,Sweden,2068
SoCal Stars,United States,7599
ELÄKELÄISET,Finland,6223
Viking-PC Gaming,Norway,1728
myRevenge.nl,Netherlands,3193
I20,Sweden,853
Rostbratwurst,Germany,5908
Tribute To Sylvester,Finland,4557
ReadyGo!,China,5800
NEB-Gaming,Norway,3292
Warlords,Sweden,1869
CPLAY,Italy,4900
nexiz,Denmark,1233
aimLess,Belgium,6115
OHYEA,United Kingdom,5578
ol dirty,Sweden,3230
TEAMYOUCANTBEAT,Denmark,7189
ZINCTHAI,China,4406
Joker &amp;#9792;,Sweden,729
DIC,Sweden,3576
Project.YM,Denmark,3557
BX3,Norway,4606
Crystallize,Sweden,6274
Dicionary,China,6508
iGamerz fe,France,3006
Saeta Equina,Denmark,2870
Morior Invictus,United States,7723
e-Sports.rs,Serbia,4692
Hausen,United States,3061
Confederacy,United States,431
enjoy ,Spain,3313
klan nice,Denmark,1375
hecty,Sweden,4302
SQL,Australia,5493
Excello,Norway,1442
prowess,Australia,5868
EYE fe,Russia,2800
Wacky,Portugal,6186
XANTARES &amp; Calyx,Turkey,7871
casselavague,France,3465
UYA,China,7716
Retired,Portugal,5618
78430 HAVEN,Bosnia and Herzegovina,2979
Coyotes,Norway,5502
Not Available,Denmark,998
Vakarm.net Staff,France,5889
fiveagents,Germany,3795
PainFuL,United States,7886
NorthSideWolves,Mongolia,7356
PLAYON female,Portugal,3234
Control fe,Australia,8554
I-Heroes Inc,Sweden,1435
mates and more!,Denmark,5282
CFD,Switzerland,2489
GamerUniversity,Italy,4799
Innovation,Latvia,3458
Carpe Diem,United States,8275
TEAMGOK,Denmark,5507
Executioners,Indonesia,2582
Hong Kong,Hong Kong,7042
Kingsmen,Philippines,6688
UAE,United Arab Emirates,7041
FMSapphire,Portugal,4503
HiPPHiPPHS,Sweden,5450
GameStyle.dk,Denmark,4181
elle fe,France,2827
MMCLUB,Europe,7119
Neurotic,Denmark,4881
Anexis,United Kingdom,4679
ceh9,Ukraine,7030
Kazakhstan,Other,481
ZeroGP,Montenegro,7183
playArt,Brazil,2257
time2kill,Europe,3984
Gamersa,United States,240
fish123,United Kingdom,6298
myRevenge,Hungary,6577
HardTruth,Australia,6177
oneway,Belgium,1549
PACT,Poland,8248
LeyHorse,Colombia,6540
uNiteduNdergroud,United States,265
RAGE,Poland,5430
EGIPTYANE,Russia,2660
pod,Germany,5173
Gam.Academy,Russia,7602
THE OLD GUARD,Russia,5965
Noble,United States,6135
hotrush,Sweden,956
bagokmestrene,Denmark,4722
TCM-Gaming,Germany,4741
ATD,Sweden,2287
Peru,Other,498
gamefear,Finland,599
Badgers,Belgium,4768
KNB,Serbia,3681
rushmode,Sweden,1405
vortex,Portugal,3588
U43,Other,218
juliano,Sweden,6929
SiN ,United Kingdom,3302
G2A.com Staff,Poland,6449
sabijachi,Croatia,4075
bardi,Denmark,1232
PRIDE,Poland,6896
Ventus,South Africa,6561
Free Agents.no,Norway,3303
SC,Denmark,2707
Bravery,Hong Kong,8345
Slapukai,Lithuania,762
desperate,Sweden,1399
BOOOM,Sweden,4178
64 AMD,Germany,67
ALL-IN,Russia,2846
MakeYourself.es,Spain,4273
Wortex,Sweden,7694
INARI,Finland,571
consequence,Norway,1598
level,Denmark,165
calmface,Lithuania,8276
zEx,United States,1952
Airless,Korea,6475
evocom.es,Spain,2270
SHUT UP!,Spain,4952
Shukufuku Sunshine,Singapore,7273
redruM,Finland,32
skillz.LV,Latvia,6006
north team,Serbia,3962
squadmoveout,United States,8251
Kungar,Russia,7911
Out of Reach,Norway,99
synge,Belgium,3184
EDG,China,6747
Katrina,France,5624
Voltage,United States,8149
Lucid,Australia,7490
USSRby,Belarus,4131
jjjjj,Philippines,7286
New Zealand,New Zealand,6179
Vulture,Denmark,8427
Infinity,Spain,6461
eyeless,Sweden,969
Stahlwerk,Germany,4780
Playstar,Sweden,985
Mistral,Finland,4681
yzn,Sweden,7845
lllllll,Norway,7987
ccgt,Sweden,2198
Expert,Norway,5418
GetRed!,Sweden,1854
fit4fight,Sweden,2995
dizLown fe,France,7705
heroin,Belarus,5341
LOG,Kazakhstan,6215
Onlinerz,Denmark,3498
ABOMODE,Sweden,1858
Refuse,Poland,4781
SkitLite,Finland,6263
INSHOCK,Poland,5613
Gamefrag,Russia,3178
Hafnet,Chile,8125
teamclanb0t,Sweden,3290
myRevenge.rEAK,Chile,6016
fbgaming,Russia,2952
WEPLAY,Russia,5337
4o7.dc,United States,225
SADBOYS,Slovenia,8291
fb,Romania,3509
UNIR,Spain,1753
dromvinsten,Sweden,2145
TrailerPark Boys,Europe,7746
SCHUMMLER!,Germany,5187
3akBoTou,Russia,3438
miniwalle,Sweden,2086
Wu Xing,Denmark,5788
RiverDon,Russia,3123
OverSports,Chile,8516
slakkt,Norway,351
iNTERACTING,Estonia,3456
Seven11,Denmark,7052
eFuture,China,3799
5 Legends,Mexico,226
SteamAnalyst,United States,6556
Clanless ,Czech Republic,3132
fujiTa5,United States,2410
nQrrebronX,Denmark,5505
GoldenMix,Taiwan,8225
paiN,Brazil,4773
LOCALG,Russia,7191
name?,Sweden,1807
team: #sublimity,Denmark,1199
myMDL.net,Finland,4924
iDomina,Italy,6398
einheit,Spain,3995
visomvet,Sweden,6897
Conspiracy,Australia,8436
shopopalo,Ukraine,3091
Down To Frag,United States,7996
Skyfire,Australia,6161
Defcon,Sweden,1887
Clan Remember,Albania,5715
Zero Respect,Romania,7868
extenSia!,France,1681
HWA,Turkey,3333
Sabertooth,Vietnam,7274
Forbidden,United States,6430
Tessa,Romania,5083
Prb,Norway,774
Xapso,Denmark,4835
TeG,Romania,216
Austria,Austria,5104
OnceAgainst,Europe,7693
iG.gRill,Denmark,3213
w4sp,Germany,4292
justgirls,Spain,2810
WHY Schwyz,Korea,6486
ACM.Gaming,China,5150
Nametag,Sweden,1977
exec.fi,Sweden,1110
Bubblegum,Germany,589
Superstars,Morocco,6647
Temp.no,Norway,4611
Sway Gaming,Canada,1985
SBS,United States,7559
Attics,Spain,445
Avalanche!,Brazil,3161
Mexico,Mexico,6272
Playmakers,Denmark,292
Si-Eyes,Brazil,3162
Rhythm,United States,5904
iwku,Finland,1266
neurotic,Denmark,821
Red Reserve fe,Sweden,7671
GreyFace,Sweden,5399
rampage,Russia,1817
Germany fe,Germany,2957
SlavicFlavor,Poland,5372
findmuck,Sweden,5184
[WERNER],Denmark,668
Islanders,Sweden,3988
Club Rotation 64,Sweden,833
Escape.Ma3laiK,United Arab Emirates,3645
Athletico,Australia,5680
TogetherAsOne,Macedonia,6809
SK-Gaming.de,Germany,68
disco,Ukraine,2900
BadClan,Sweden,2074
The Working Men,United Kingdom,7068
modus operandi,Sweden,1608
VeloX,United States,6174
GamePlan Staff,Europe,6146
networm,Sweden,974
Royal Bandits fe,Europe,7703
Style to Kill,Mexico,2480
Concord fe,Sweden,5517
Bojestvata,Bulgaria,7982
dreamsquad,Sweden,2199
QualityComplex,Portugal,3591
BOLIBOYZ!,Sweden,2181
5POWER,China,7092
MVP Project,Korea,6474
Manatee,Sweden,7663
makkeBOB,Denmark,820
Swarm,United States,6291
Team.Inzodiac,Denmark,1345
NoX,Brazil,7446
r3dm4n,Russia,2083
Native,United States,8195
CT,Russia,8370
Beerminators,Denmark,7773
NIINLÄSKIÄIJÄ,Finland,4909
PCWteam,Norway,2266
stanana,Portugal,3598
cs-hosting.se,Sweden,972
Finesse,United States,3169
FUAH,Denmark,7580
KoN Sweden,Sweden,6418
Wikipediots,Denmark,4334
Sententia Mortis,Sweden,6382
Clanpeterpan ,Sweden,1868
The Huggies,Colombia,6541
Gamepassion,Sweden,866
sensi,Sweden,1706
ex-Spartak,Russia,8348
B-EFFECT,Brazil,7853
AlienTech,Brazil,6620
Menace,Finland,5281
KFC B-DAY,United Kingdom,5939
NXL Gaming,Indonesia,4437
Games4u,Sweden,5745
spec sports,Spain,3637
Offline mod,Serbia,5227
Ionic,France,8381
SoH.ch,Switzerland,1850
bombare,Sweden,4895
Katari,Peru,8558
cyfi,Sweden,2285
usp,Ukraine,2914
nova,Spain,3848
Dictionary,China,6530
MySky,Kazakhstan,3514
Zbrilo,Ukraine,5690
Wrecking,Bulgaria,6103
Glockoma,United States,8545
Ne Plus Ultra,United States,426
Fighterz,Denmark,2418
Lanheaven,Sweden,952
Bahrain,Bahrain,7049
OverGaming fe,Spain,5673
SHUTDOWN,Portugal,5664
Lemon Crew,Germany,2124
wA,Bulgaria,3904
SFTO eSports,Spain,4279
cci,Norway,1724
Wasteland Warriors,Denmark,1383
Long-Cocks,Denmark,2878
skabb,Sweden,990
alles hunde,Germany,5432
nXs,United States,8268
ttb,United States,4617
Zlash.fUBARs,Germany,2432
Manajuma,United States,5473
RONIN5,Canada,5464
Dreamzone,Denmark,1184
dotspot,Sweden,988
NOT BAD,Europe,4365
Lawnmowers,Norway,3566
fm! Ladies,Europe,5204
Pansarvagn,Sweden,7934
All-Stars NA,North America,4856
energiE5,Portugal,3586
Red Instinct RS,France,6962
Austria,Austria,43
Execution,Russia,7913
FTWR,Sweden,980
ALOHA,United States,5560
2easy4,Germany,2590
Glacon,Brazil,7936
Incursion,United States,5927
walkover,Denmark,6851
Flash,China,7660
knallpulver,Sweden,4872
Infernal Wrath,Pakistan,8448
manual,Denmark,1339
Gametoo,France,4582
finshhh,France,7146
RAZZ,Albania,1445
Nesta,Sweden,1580
Kwaizy!,Denmark,1478
SOPHTED,Turkey,3631
PlayBoys,Sweden,2365
puta,Denmark,4546
iNC,Russia,5854
Toilet Paper Allstars,Spain,5423
PRIME,France,4460
PieNotava,Sweden,5046
RashiiE,Norway,2087
TFD,Spain,2273
TwistoFate,China,6378
visualize!,Romania,1774
Vexed,United Kingdom,8020
We Go Hard,United States,3808
Exigent,United States,2401
XFXQ,China,7311
TEAMUFC,Sweden,4209
sUrKaDuRk,United States,8468
E-frag.net Staff,Serbia,5888
Off Constantly,United States,6053
6pack,Bosnia and Herzegovina,4057
the punks,Denmark,128
tmUragan,Russia,5541
NBK,Romania,3532
CAI,Sweden,4806
Chrome,Finland,7638
Fear Factor,United States,3692
